date,close
2021-06-02,5000
2021-06-03,5000
2021-06-04,5000
2021-06-07,5000
2021-06-08,5000
2021-06-09,5000
2021-06-10,5000
2021-06-11,5000
2021-06-14,5000
2021-06-15,5000
2021-06-16,5000
2021-06-17,5000
2021-06-18,5000
2021-06-21,5000
2021-06-22,5000
2021-06-23,5000
2021-06-24,5000
2021-06-25,5000
2021-06-28,5000
2021-06-29,5000
2021-06-30,5000
2021-07-01,5000
2021-07-02,5000
2021-07-05,5000
2021-07-06,5000
2021-07-07,5000
2021-07-08,5000
2021-07-09,5000
2021-07-12,5000
2021-07-13,5000
2021-07-14,5000
2021-07-15,5000
2021-07-16,5000
2021-07-19,5000
2021-07-20,5000
2021-07-21,5000
2021-07-22,5000
2021-07-23,5000
2021-07-26,5000
2021-07-27,5000
2021-07-28,5000
2021-07-29,5000
2021-07-30,5000
2021-08-02,5000
2021-08-03,5000
2021-08-04,5000
2021-08-05,5000
2021-08-06,5000
2021-08-09,5000
2021-08-10,5000
2021-08-11,5000
2021-08-12,5000
2021-08-13,5000
2021-08-17,5000
2021-08-18,5000
2021-08-19,5000
2021-08-20,5000
2021-08-23,5000
2021-08-24,5000
2021-08-25,5000
2021-08-26,5000
2021-08-27,5000
2021-08-30,5000
2021-08-31,5000
2021-09-01,5000
2021-09-02,5000
2021-09-03,5000
2021-09-06,5000
2021-09-07,5000
2021-09-08,5000
2021-09-09,5000
2021-09-10,5000
2021-09-13,5000
2021-09-14,5000
2021-09-15,5000
2021-09-16,5000
2021-09-17,5000
2021-09-23,5000
2021-09-24,5000
2021-09-27,5000
2021-09-28,5000
2021-09-29,5000
2021-09-30,5000
2021-10-01,5000
2021-10-05,5000
2021-10-06,5000
2021-10-07,5000
2021-10-08,5000
2021-10-12,5000
2021-10-13,5000
2021-10-14,5000
2021-10-15,5000
2021-10-18,5000
2021-10-19,5000
2021-10-20,5000
2021-10-21,5000
2021-10-22,5000
2021-10-25,5000
2021-10-26,5000
2021-10-27,5000
2021-10-28,5000
2021-10-29,5000
2021-11-01,5000
2021-11-02,5000
2021-11-03,5000
2021-11-04,5000
2021-11-05,5000
2021-11-08,5000
2021-11-09,5000
2021-11-10,5000
2021-11-11,5000
2021-11-12,5000
2021-11-15,5000
2021-11-16,5000
2021-11-17,5000
2021-11-18,5000
2021-11-19,5000
2021-11-22,5000
2021-11-23,5000
2021-11-24,5000
2021-11-25,5000
2021-11-26,5000
2021-11-29,5000
2021-11-30,5000
2021-12-01,5000
2021-12-02,5000
2021-12-03,5000
2021-12-06,5000
2021-12-07,5000
2021-12-08,5000
2021-12-09,5000
2021-12-10,5000
2021-12-13,5000
2021-12-14,5000
2021-12-15,5000
2021-12-16,5000
2021-12-17,5000
2021-12-20,5000
2021-12-21,5000
2021-12-22,5000
2021-12-23,5000
2021-12-24,5000
2021-12-27,5000
2021-12-28,5000
2021-12-29,5000
2021-12-30,5000
2022-01-03,5000
2022-01-04,5000
2022-01-05,5000
2022-01-06,5000
2022-01-07,5000
2022-01-10,5000
2022-01-11,5000
2022-01-12,5000
2022-01-13,5000
2022-01-14,5000
2022-01-17,5000
2022-01-18,5000
2022-01-19,5000
2022-01-20,5000
2022-01-21,5000
2022-01-24,5000
2022-01-25,5000
2022-01-26,5000
2022-01-27,5000
2022-01-28,5000
2022-02-03,5000
2022-02-04,5000
2022-02-07,5000
2022-02-08,5000
2022-02-09,5000
2022-02-10,5000
2022-02-11,5000
2022-02-14,5000
2022-02-15,5000
2022-02-16,5000
2022-02-17,5000
2022-02-18,5000
2022-02-21,5000
2022-02-22,5000
2022-02-23,5000
2022-02-24,5000
2022-02-25,5000
2022-02-28,5000
2022-03-02,5000
2022-03-03,5000
2022-03-04,5000
2022-03-07,5000
2022-03-08,5000
2022-03-10,5000
2022-03-11,5000
2022-03-14,5000
2022-03-15,5000
2022-03-16,5000
2022-03-17,5000
2022-03-18,5000
2022-03-21,5000
2022-03-22,5000
2022-03-23,5000
2022-03-24,5000
2022-03-25,5000
2022-03-28,5000
2022-03-29,5000
2022-03-30,5000
2022-03-31,5000
2022-04-01,5000
2022-04-04,5000
2022-04-05,5000
2022-04-06,5000
2022-04-07,5000
2022-04-08,5000
2022-04-11,5000
2022-04-12,5000
2022-04-13,5000
2022-04-14,5000
2022-04-15,5000
2022-04-18,5000
2022-04-19,5000
2022-04-20,5000
2022-04-21,5000
2022-04-22,5000
2022-04-25,5000
2022-04-26,5000
2022-04-27,5000
2022-04-28,5000
2022-04-29,5000
2022-05-02,5000
2022-05-03,5000
2022-05-04,5000
2022-05-06,5000
2022-05-09,5000
2022-05-10,5000
2022-05-11,5000
2022-05-12,5000
2022-05-13,5000
2022-05-16,5000
2022-05-17,5000
2022-05-18,5000
2022-05-19,5000
2022-05-20,5000
2022-05-23,5000
2022-05-24,5000
2022-05-25,4070
2022-05-26,4250
2022-05-27,3980
2022-05-30,4160
2022-05-31,4330
2022-06-02,4425
2022-06-03,4400
2022-06-07,4295
2022-06-08,4285
2022-06-09,4195
2022-06-10,4225
2022-06-13,4225
2022-06-14,4455
2022-06-15,4550
2022-06-16,4530
2022-06-17,4900
2022-06-20,4900
2022-06-21,5050
2022-06-22,5790
2022-06-23,5220
2022-06-24,5720
2022-06-27,5780
2022-06-28,6160
2022-06-29,6890
2022-06-30,6830
2022-07-01,6720
2022-07-04,6250
2022-07-05,6160
2022-07-06,6290
2022-07-07,6060
2022-07-08,6370
2022-07-11,6270
2022-07-12,6030
2022-07-13,5840
2022-07-14,5590
2022-07-15,5380
2022-07-18,5650
2022-07-19,5630
2022-07-20,5630
2022-07-21,5700
2022-07-22,5640
2022-07-25,5400
2022-07-26,5500
2022-07-27,5600
2022-07-28,5200
2022-07-29,5260
2022-08-01,5240
2022-08-02,5160
2022-08-03,5220
2022-08-04,5060
2022-08-05,5030
2022-08-08,5190
2022-08-09,5060
2022-08-10,5110
2022-08-11,5250
2022-08-12,5230
2022-08-16,5260
2022-08-17,5180
2022-08-18,5350
2022-08-19,5180
2022-08-22,5080
2022-08-23,5080
2022-08-24,5170
2022-08-25,5210
2022-08-26,5380
2022-08-29,5800
2022-08-30,6100
2022-08-31,6090
2022-09-01,5900
2022-09-02,6330
2022-09-05,6320
2022-09-06,6820
2022-09-07,6880
2022-09-08,7390
2022-09-13,6910
2022-09-14,7180
2022-09-15,9000
2022-09-16,9400
2022-09-19,8010
2022-09-20,8830
2022-09-21,8580
2022-09-22,8730
2022-09-23,8160
2022-09-26,8290
2022-09-27,8210
2022-09-28,8320
2022-09-29,8400
2022-09-30,7530
2022-10-04,7460
2022-10-05,7100
2022-10-06,7310
2022-10-07,6890
2022-10-11,6490
2022-10-12,6680
2022-10-13,6900
2022-10-14,7050
2022-10-17,7200
2022-10-18,7560
2022-10-19,7600
2022-10-20,7680
2022-10-21,7290
2022-10-24,7500
2022-10-25,7090
2022-10-26,6980
2022-10-27,7150
2022-10-28,7500
2022-10-31,7530
2022-11-01,8000
2022-11-02,7620
2022-11-03,8240
2022-11-04,8120
2022-11-07,8180
2022-11-08,8000
2022-11-09,8180
2022-11-10,9420
2022-11-11,9250
2022-11-14,9650
2022-11-15,9990
2022-11-16,9950
2022-11-17,11400
2022-11-18,11550
2022-11-21,11300
2022-11-22,10700
2022-11-23,11300
2022-11-24,11300
2022-11-25,10750
2022-11-28,10300
2022-11-29,10450
2022-11-30,10150
2022-12-01,10350
2022-12-02,10100
2022-12-05,9410
2022-12-06,9290
2022-12-07,9280
2022-12-08,9200
2022-12-09,9130
2022-12-12,9090
2022-12-13,8780
2022-12-14,8920
2022-12-15,8730
2022-12-16,8370
2022-12-19,8320
2022-12-20,10300
2022-12-21,9400
2022-12-22,9150
2022-12-23,8780
2022-12-26,8410
2022-12-27,8400
2022-12-28,8720
2022-12-29,8800
2023-01-02,8550
2023-01-03,8470
2023-01-04,8400
2023-01-05,8280
2023-01-06,8190
2023-01-09,8260
2023-01-10,8390
2023-01-11,8560
2023-01-12,8720
2023-01-13,8620
2023-01-16,8400
2023-01-17,8340
2023-01-18,8230
2023-01-19,8000
2023-01-20,8180
2023-01-25,8070
2023-01-26,8540
2023-01-27,8490
2023-01-30,8490
2023-01-31,9010
2023-02-01,8990
2023-02-02,9410
2023-02-03,9300
2023-02-06,9240
2023-02-07,9390
2023-02-08,9220
2023-02-09,9390
2023-02-10,9260
2023-02-13,9260
2023-02-14,9230
2023-02-15,8900
2023-02-16,9500
2023-02-17,9620
2023-02-20,9530
2023-02-21,9790
2023-02-22,9790
2023-02-23,9620
2023-02-24,9640
2023-02-27,9690
2023-02-28,9630
2023-03-02,10180
2023-03-03,11700
2023-03-06,13250
2023-03-07,13390
2023-03-08,14250
2023-03-09,13040
2023-03-10,15800
2023-03-13,16330
2023-03-14,16100
2023-03-15,17200
2023-03-16,17220
2023-03-17,16000
2023-03-20,18200
2023-03-21,23650
2023-03-22,26200
2023-03-23,27100
2023-03-24,28750
2023-03-27,37300
2023-03-28,39100
2023-03-29,40000
2023-03-30,38000
2023-03-31,33450
2023-04-03,34550
2023-04-04,34200
2023-04-05,38600
2023-04-06,37900
2023-04-07,38100
2023-04-10,38700
2023-04-11,37400
2023-04-12,31250
2023-04-13,33900
2023-04-14,33350
2023-04-17,32050
2023-04-18,30850
2023-04-19,30050
2023-04-20,31500
2023-04-21,27500
2023-04-24,28350
2023-04-25,26850
2023-04-26,25650
2023-04-27,26300
2023-04-28,24000
2023-05-02,23650
2023-05-03,22950
2023-05-04,23050
2023-05-08,21550
2023-05-09,21100
2023-05-10,20550
2023-05-11,20000
2023-05-12,20100
2023-05-15,19390
2023-05-16,19680
2023-05-17,21300
2023-05-18,20400
2023-05-19,19180
2023-05-22,21400
2023-05-23,25250
2023-05-24,25500
2023-05-25,24000
2023-05-26,23300
2023-05-30,22750
2023-05-31,23800
2023-06-01,23350
2023-06-02,24900
2023-06-05,26550
2023-06-07,28450
2023-06-08,26900
2023-06-09,27650
2023-06-12,27400
2023-06-13,28150
2023-06-14,27000
2023-06-15,28550
2023-06-16,28000
2023-06-19,28000
2023-06-20,26450
2023-06-21,25200
2023-06-22,25250
2023-06-23,24450
2023-06-26,24400
2023-06-27,23550
2023-06-28,22850
2023-06-29,22600
2023-06-30,23000
2023-07-03,24550
2023-07-04,24050
2023-07-05,26500
2023-07-06,25350
2023-07-07,27550
2023-07-10,26600
2023-07-11,27300
2023-07-12,27000
2023-07-13,27050
2023-07-14,27550
2023-07-17,29000
2023-07-18,29550
2023-07-19,27750
2023-07-20,27300
2023-07-21,27350
2023-07-24,26900
2023-07-25,26950
2023-07-26,24050
2023-07-27,23000
2023-07-28,23700
2023-07-31,24450
2023-08-01,23900
2023-08-02,23450
2023-08-03,22700
2023-08-04,22400
2023-08-07,21350
2023-08-08,21800
2023-08-09,22900
2023-08-10,22350
2023-08-11,22400
2023-08-14,24000
2023-08-16,22900
2023-08-17,23300
2023-08-18,23850
2023-08-21,23450
2023-08-22,23150
2023-08-23,22500
2023-08-24,23400
2023-08-25,23900
2023-08-28,23550
2023-08-29,23400
2023-08-30,23000
2023-08-31,22650
2023-09-01,22200
2023-09-04,22300
2023-09-05,22600
2023-09-06,21950
2023-09-07,21150
2023-09-08,21200
2023-09-11,20600
2023-09-12,19880
2023-09-13,19940
2023-09-14,20050
2023-09-15,21100
2023-09-18,20800
2023-09-19,20450
2023-09-20,20050
2023-09-21,19500
2023-09-22,19590
2023-09-25,18810
2023-09-26,18660
2023-09-27,19300
2023-10-04,18510
2023-10-05,18750
2023-10-06,18900
2023-10-10,19310
2023-10-11,20000
2023-10-12,20700
2023-10-13,21000
2023-10-16,21000
2023-10-17,22300
2023-10-18,21100
2023-10-19,20000
2023-10-20,21000
2023-10-23,21100
2023-10-24,22100
2023-10-25,21100
2023-10-26,19880
2023-10-27,19900
2023-10-30,19340
2023-10-31,18200
2023-11-01,16860
2023-11-02,17500
2023-11-03,18500
2023-11-06,20900
2023-11-07,19200
2023-11-08,18810
2023-11-09,18560
2023-11-10,18200
2023-11-13,17590
2023-11-14,17970
2023-11-15,17990
2023-11-16,17910
2023-11-17,17290
2023-11-20,17450
2023-11-21,17150
2023-11-22,16650
2023-11-23,16570
2023-11-24,17240
2023-11-27,17250
2023-11-28,18070
2023-11-29,18440
2023-11-30,18900
2023-12-01,18570
2023-12-04,18190
2023-12-05,17540
2023-12-06,17380
2023-12-07,17100
2023-12-08,17800
2023-12-11,17810
2023-12-12,18060
2023-12-13,17360
2023-12-14,18520
2023-12-15,19200
2023-12-18,19170
2023-12-19,18990
2023-12-20,18350
2023-12-21,18480
2023-12-22,17950
2023-12-26,17290
2023-12-27,17800
2023-12-28,17900
2024-01-02,17700
2024-01-03,17050
2024-01-04,17100
2024-01-05,17090
2024-01-08,16900
2024-01-09,16920
2024-01-10,16500
2024-01-11,16300
2024-01-12,15910
2024-01-15,15400
2024-01-16,15620
2024-01-17,14740
2024-01-18,14830
2024-01-19,14870
2024-01-22,14790
2024-01-23,13990
2024-01-24,13850
2024-01-25,13080
2024-01-26,13290
2024-01-29,13100
2024-01-30,13070
2024-01-31,13030
2024-02-01,13140
2024-02-02,13210
2024-02-05,12940
2024-02-06,12600
2024-02-07,12750
2024-02-08,13220
2024-02-13,13060
2024-02-14,14050
2024-02-15,15000
2024-02-16,15220
2024-02-19,15080
2024-02-20,16190
2024-02-21,17000
2024-02-22,16400
2024-02-23,15850
2024-02-26,16860
2024-02-27,19490
2024-02-28,20700
2024-02-29,20050
2024-03-04,21000
2024-03-05,20550
2024-03-06,20000
2024-03-07,20600
2024-03-08,19560
2024-03-11,21200
2024-03-12,21750
2024-03-13,20150
2024-03-14,19730
2024-03-15,19800
2024-03-18,21050
2024-03-19,20700
2024-03-20,20000
2024-03-21,20300
2024-03-22,20100
2024-03-25,20700
2024-03-26,20950
2024-03-27,20650
2024-03-28,20050
2024-03-29,20200
2024-04-01,20150
2024-04-02,19740
2024-04-03,19300
2024-04-04,18950
2024-04-05,18600
2024-04-08,18120
2024-04-09,18290
2024-04-11,18100
2024-04-12,17200
2024-04-15,16620
2024-04-16,16200
2024-04-17,15760
2024-04-18,16210
2024-04-19,15740
2024-04-22,16200
2024-04-23,17300
2024-04-24,17460
2024-04-25,17590
2024-04-26,17230
2024-04-29,17750
2024-04-30,17630
2024-05-02,17290
2024-05-03,17890
2024-05-07,17620
2024-05-08,17430
2024-05-09,17220
2024-05-10,17270
2024-05-13,16800
2024-05-14,17770
2024-05-16,17380
2024-05-17,17100
2024-05-20,16730
2024-05-21,16220
2024-05-22,15590
2024-05-23,15640
2024-05-24,15580
2024-05-27,15900
2024-05-28,15390
2024-05-29,14920
2024-05-30,14740
2024-05-31,14350
2024-06-03,14320
2024-06-04,14960
2024-06-05,15560
2024-06-07,16490
2024-06-10,17770
2024-06-11,19150
2024-06-12,20500
2024-06-13,21650
2024-06-14,21650
2024-06-17,21000
2024-06-18,18810
2024-06-19,18810
2024-06-20,18260
2024-06-21,18010
2024-06-24,18020
2024-06-25,17300
2024-06-26,16160
2024-06-27,15640
2024-06-28,15860
2024-07-01,15700
2024-07-02,15240
2024-07-03,15940
2024-07-04,15360
2024-07-05,15220
2024-07-08,15460
2024-07-09,15140
2024-07-10,14690
2024-07-11,14940
2024-07-12,14940
2024-07-15,14900
2024-07-16,14170
2024-07-17,13860
2024-07-18,13720
2024-07-19,14150
2024-07-22,13380
2024-07-23,13250
2024-07-24,13080
2024-07-25,13060
2024-07-26,12840
2024-07-29,13000
2024-07-30,12770
2024-07-31,12720
2024-08-01,13000
2024-08-02,12310
2024-08-05,10610
2024-08-06,11720
2024-08-07,11730
2024-08-08,11320
2024-08-09,11830
2024-08-12,11930
2024-08-13,12010
2024-08-14,12240
2024-08-16,11950
2024-08-19,11520
2024-08-20,11990
2024-08-21,12040
2024-08-22,11950
2024-08-23,11910
2024-08-26,11580
2024-08-27,11630
2024-08-28,11400
2024-08-29,11880
2024-08-30,12050
2024-09-02,12640
2024-09-03,12380
2024-09-04,11610
2024-09-05,11480
2024-09-06,10750
2024-09-09,10840
2024-09-10,10380
2024-09-11,11140
2024-09-12,11900
2024-09-13,11900
2024-09-19,12260
2024-09-20,12320
2024-09-23,12480
2024-09-24,12730
2024-09-25,12700
2024-09-26,12900
2024-09-27,12830
2024-09-30,12570
2024-10-02,12450
2024-10-04,12300
2024-10-07,14700
2024-10-08,14960
2024-10-10,15020
2024-10-11,14540
2024-10-14,14040
2024-10-15,13390
2024-10-16,12810
2024-10-17,12550
2024-10-18,12200
2024-10-21,13100
2024-10-22,12690
2024-10-23,12760
2024-10-24,12340
2024-10-25,12430
2024-10-28,13040
2024-10-29,12770
2024-10-30,12440
2024-10-31,12520
2024-11-01,12530
2024-11-04,12810
2024-11-05,12880
2024-11-06,12170
2024-11-07,11910
2024-11-08,11670
2024-11-11,11250
2024-11-12,10950
2024-11-13,10410
2024-11-14,10650
2024-11-15,10100
2024-11-18,10500
2024-11-19,10620
2024-11-20,10620
2024-11-21,10610
2024-11-22,10620
2024-11-25,10910
2024-11-26,10850
2024-11-27,10580
2024-11-28,10620
2024-11-29,10700
2024-12-02,10740
2024-12-03,10740
2024-12-04,10700
2024-12-05,10510
2024-12-06,10340
2024-12-09,9140
2024-12-10,9550
2024-12-11,9960
2024-12-12,9670
2024-12-13,9680
2024-12-16,9810
2024-12-17,9250
2024-12-18,9250
2024-12-19,8940
2024-12-20,9550
2024-12-23,10080
2024-12-24,9530
2024-12-26,9140
2024-12-27,8870
2024-12-30,8950
2025-01-02,8950
2025-01-03,9420
2025-01-06,9800
2025-01-07,9720
2025-01-08,9780
2025-01-09,9880
2025-01-10,9620
2025-01-13,9440
2025-01-14,9610
2025-01-15,9680
2025-01-16,10060
2025-01-17,10050
2025-01-20,10050
2025-01-21,9340
2025-01-22,9240
2025-01-23,9010
2025-01-24,9010
2025-01-31,8990
2025-02-03,8480
2025-02-04,10320
2025-02-05,9970
2025-02-06,9550
2025-02-07,9110
2025-02-10,9210
2025-02-11,9010
2025-02-12,8970
2025-02-13,9200
2025-02-14,9110
2025-02-17,9170
2025-02-18,9050
2025-02-19,9300
2025-02-20,9120
2025-02-21,9530
2025-02-24,9690
2025-02-25,9230
2025-02-26,9610
2025-02-27,9300
2025-02-28,8810
2025-03-04,8630
2025-03-05,8680
2025-03-06,8320
2025-03-07,8220
2025-03-10,8150
2025-03-11,7970
2025-03-12,8050
2025-03-13,7890
2025-03-14,7870
2025-03-17,7880
2025-03-18,7830
2025-03-19,7860
2025-03-20,7780
2025-03-21,7600
2025-03-24,7190
2025-03-25,7140
2025-03-26,7160
2025-03-27,7120
2025-03-28,6950
2025-03-31,6550
2025-04-01,6620
2025-04-02,6350
2025-04-03,6660
2025-04-04,6710
2025-04-07,6070
2025-04-08,6030
2025-04-09,6000
2025-04-10,6360
2025-04-11,6650
2025-04-14,6910
2025-04-15,6880
2025-04-16,6840
2025-04-17,7020
2025-04-18,7130
2025-04-21,7200
2025-04-22,7130
2025-04-23,7430
2025-04-24,7270
2025-04-25,7390
2025-04-28,7320
2025-04-29,7320
2025-04-30,7100
2025-05-02,7050
2025-05-07,6900
2025-05-08,7120
2025-05-09,6830
2025-05-12,6910
2025-05-13,6810
2025-05-14,6840
2025-05-15,6720
2025-05-16,6510
2025-05-19,6490
2025-05-20,6230
2025-05-21,6160
2025-05-22,6200
2025-05-23,6150
2025-05-26,6170
2025-05-27,6110
2025-05-28,6560
2025-05-29,6490
2025-05-30,6400
2025-06-02,6400
2025-06-04,6600
2025-06-05,6760
2025-06-09,6900
2025-06-10,6950
2025-06-11,7050
2025-06-12,7250
2025-06-13,7450
2025-06-16,7180
2025-06-17,7220
2025-06-18,7090
2025-06-19,7000
2025-06-20,7100
2025-06-23,6980
2025-06-24,7190
2025-06-25,7120
2025-06-26,6990
2025-06-27,6670
2025-06-30,6690
2025-07-01,6670
2025-07-02,6650
2025-07-03,7750
2025-07-04,9730
2025-07-07,10120
2025-07-08,10440
2025-07-09,10340
2025-07-10,10830
2025-07-11,10800
2025-07-14,12700
2025-07-15,12910
2025-07-16,13350
2025-07-17,13200
2025-07-18,13900
2025-07-21,13590
2025-07-22,12490
2025-07-23,12100
2025-07-24,11740
2025-07-25,12740
2025-07-28,12130
2025-07-29,12120
2025-07-30,12520
2025-07-31,13060
2025-08-01,13720
2025-08-04,13760
2025-08-05,13700
2025-08-06,13600
2025-08-07,13210
2025-08-08,12980
2025-08-11,13570
2025-08-12,11800
2025-08-13,11320
2025-08-14,11110
2025-08-18,11110
2025-08-19,11300
2025-08-20,11030
2025-08-21,12870
2025-08-22,12260
2025-08-25,13280
2025-08-26,12050
2025-08-27,12050
2025-08-28,11910
2025-08-29,11870
2025-09-01,11680
2025-09-02,11360
2025-09-03,11980
2025-09-04,11680
2025-09-05,11920
2025-09-08,11620
2025-09-09,11660
2025-09-10,11830
2025-09-11,11560
2025-09-12,11400
2025-09-15,11160
2025-09-16,11630
2025-09-17,11200
2025-09-18,10960
2025-09-19,10850
2025-09-22,10900
2025-09-23,10860
2025-09-24,11170
2025-09-25,11110
2025-09-26,10690
2025-09-29,10760
2025-09-30,10480
2025-10-01,10500
2025-10-02,10430
2025-10-10,10810
2025-10-13,11550
2025-10-14,11610
2025-10-15,11610
2025-10-16,11790
2025-10-17,12230
2025-10-20,11600
2025-10-21,11820
2025-10-22,12130
2025-10-23,11570
2025-10-24,15040
2025-10-27,14110
2025-10-28,14500
2025-10-29,16350
2025-10-30,16350
2025-10-31,16060
2025-11-03,15590
2025-11-04,18400
2025-11-05,18180
2025-11-06,18130
2025-11-07,17160
2025-11-10,17710
2025-11-11,18490
2025-11-12,18150
2025-11-13,18390
2025-11-14,16600
2025-11-17,15580
2025-11-18,15650
2025-11-19,15850
2025-11-20,15700
2025-11-21,14630
2025-11-24,14330
2025-11-25,14150
2025-11-26,15080
2025-11-27,14780
2025-11-28,15020
2025-12-01,14860
2025-12-02,15130
2025-12-03,15320
2025-12-04,14700
2025-12-05,15180
2025-12-08,15750
2025-12-09,15970
2025-12-10,16630
2025-12-11,16900
2025-12-12,16380
2025-12-15,15980
2025-12-16,15210
2025-12-17,15470
2025-12-18,14380
2025-12-19,14120
